Logged,eventSubClass,pAttackPhase,tags,dhost,app,remarks,dpt,shost,hostName,tacticId
13/09/2023 07:46,,,,,TLS,,,,,
13/09/2023 07:46,,,,,TLS,,,,,
13/09/2023 07:46,,,,,TLS,,,,,
13/09/2023 07:46,,,,,TLS,,,,,
13/09/2023 07:46,,,,,TLS,,,,,
13/09/2023 07:46,,,,,TLS,,,,,
13/09/2023 07:46,,,,,TLS,,,,,
13/09/2023 07:46,,,,,TLS,,,,,
13/09/2023 07:45,,,,,TLS,,,,,
13/09/2023 07:45,,,,,TLS,,,,,
13/09/2023 07:45,,,,,TLS,,,,,
13/09/2023 07:45,,,,,TLS,,,,,
13/09/2023 07:45,,,,,TLS,,,,,
13/09/2023 07:45,,,,,TLS,,,,,
13/09/2023 07:45,,,,,TLS,,,,,
13/09/2023 07:45,,,,,TLS,,,,,
13/09/2023 07:45,DNS,,,192.168.141.53,DNS Response,"[""IP address: 192.168.141.53"", ""Domain: xlogr-ec1.xdr.trendmicro.com""]",41029,172.20.54.147,xlogr-ec1.xdr.trendmicro.com,"[""TA0011""]"
13/09/2023 07:45,,,,,TLS,,,,,
13/09/2023 07:45,,,,,TLS,,,,,
13/09/2023 07:45,,,,,TLS,,,,,
13/09/2023 07:45,,,,,TLS,,,,,
13/09/2023 07:45,,,,,TLS,,,,,
13/09/2023 07:45,,,,,TLS,,,,,
13/09/2023 07:45,,,,,TLS,,,,,
13/09/2023 07:45,,,,,TLS,,,,,
13/09/2023 07:45,,,,,TLS,,,,,
13/09/2023 07:45,,,,,TLS,,,,,
13/09/2023 07:45,,,,,TLS,,,,172.29.100.99,
13/09/2023 07:45,,,,,TLS,,,,,
13/09/2023 07:45,,,,,TLS,,,,172.29.100.99,
13/09/2023 07:45,,,,,TLS,,,,,
13/09/2023 07:45,,,,,TLS,,,,172.29.100.99,
13/09/2023 07:45,,,,,TLS,,,,,
13/09/2023 07:45,,,,,TLS,,,,,
13/09/2023 07:45,,,,,TLS,,,,172.29.100.99,
13/09/2023 07:45,,,,,TLS,,,,172.29.100.99,
13/09/2023 07:44,,,,,TLS,,,,,
13/09/2023 07:44,,,,,TLS,,,,,
13/09/2023 07:44,,,,,TLS,,,,,
13/09/2023 07:44,,,,,TLS,,,,,
13/09/2023 07:44,DNS,,,192.168.141.50,DNS Response,"[""IP address: 192.168.141.50"", ""Domain: xlogr-ec1.xdr.trendmicro.com""]",52084,172.20.54.147,xlogr-ec1.xdr.trendmicro.com,"[""TA0011""]"
13/09/2023 07:44,,,,,TLS,,,,,
13/09/2023 07:44,,,,,TLS,,,,,
13/09/2023 07:44,,,,,TLS,,,,,
13/09/2023 07:44,,,,,TLS,,,,,
13/09/2023 07:44,,,,,TLS,,,,,
13/09/2023 07:44,,,,,TLS,,,,,
13/09/2023 07:44,,,,,TLS,,,,,
13/09/2023 07:44,,,,,TLS,,,,,
13/09/2023 07:44,,,,,TLS,,,,,
13/09/2023 07:43,,,,,TLS,,,,,
13/09/2023 07:43,,,,,TLS,,,,,
13/09/2023 07:43,,,,,TLS,,,,,
13/09/2023 07:43,,,,,TLS,,,,,
13/09/2023 07:43,,,,,TLS,,,,,
13/09/2023 07:43,,,,,TLS,,,,,
13/09/2023 07:43,,,,,TLS,,,,,
13/09/2023 07:43,,,,,TLS,,,,,
13/09/2023 07:43,,,,,TLS,,,,,
13/09/2023 07:43,,,,,TLS,,,,,
13/09/2023 07:43,,,,,TLS,,,,,
13/09/2023 07:43,,,,,TLS,,,,,
13/09/2023 07:42,,,,,TLS,,,,,
13/09/2023 07:42,,,,,TLS,,,,,
13/09/2023 07:42,,,,,TLS,,,,,
13/09/2023 07:42,,,,,TLS,,,,,
13/09/2023 07:42,,,,,TLS,,,,,
13/09/2023 07:42,,,,,TLS,,,,,
13/09/2023 07:42,,,,,TLS,,,,,
13/09/2023 07:42,,,,,TLS,,,,,
13/09/2023 07:42,,,,,TLS,,,,,
13/09/2023 07:42,,,,,TLS,,,,,
13/09/2023 07:42,,,,,TLS,,,,,
13/09/2023 07:42,,,,,TLS,,,,,
13/09/2023 07:42,,,,,TLS,,,,,
13/09/2023 07:42,,,,,TLS,,,,,
13/09/2023 07:42,,,,,TLS,,,,,
13/09/2023 07:42,,,,,TLS,,,,,
13/09/2023 07:42,,,,,TLS,,,,,
13/09/2023 07:42,,,,,TLS,,,,,
13/09/2023 07:42,,,,,TLS,,,,,
13/09/2023 07:42,,,,,TLS,,,,,
13/09/2023 07:41,,,,,TLS,,,,,
13/09/2023 07:41,,,,,TLS,,,,,
13/09/2023 07:41,,,,,TLS,,,,,
13/09/2023 07:41,,,,,TLS,,,,,
13/09/2023 07:41,,,,,TLS,,,,,
13/09/2023 07:41,,,,,TLS,,,,,
13/09/2023 07:41,,,,,TLS,,,,,
13/09/2023 07:41,,,,,TLS,,,,,
13/09/2023 07:41,,,,,TLS,,,,,
13/09/2023 07:41,,,,,TLS,,,,,
13/09/2023 07:41,,,,,TLS,,,,,
13/09/2023 07:41,,,,,DNS,,,,scanner-29.ch1.censys-scanner.com,
13/09/2023 07:41,,,,,DNS,,,,scanner-29.ch1.censys-scanner.com,
13/09/2023 07:41,,,"[""MITRE.T1071"",""XSAE.F2061"",""MITRE.T1071.003""]",172.30.80.91,HTTP,"[""URL: http://152.114.70.252:80/""]",80,scanner-29.ch1.censys-scanner.com,152.114.70.252,
13/09/2023 07:41,DNS,,,172.29.100.158,DNS Response,"[""IP address: 172.29.100.158"", ""Domain: scanner-29.ch1.censys-scanner.com""]",52295,uk-mgmt-ad-1.mgmt.local,scanner-29.ch1.censys-scanner.com,"[""TA0011""]"
13/09/2023 07:41,DNS,,,172.29.100.158,DNS Response,"[""IP address: 172.29.100.158"", ""Domain: scanner-29.ch1.censys-scanner.com""]",52295,uk-mgmt-ad-1.mgmt.local,scanner-29.ch1.censys-scanner.com,"[""TA0011""]"
13/09/2023 07:41,Port Mis-use,,"[""MITRE.T1071.001"",""XSAE.F4482"",""MITRE.T1008"",""MITRE.T1571""]",172.30.80.91,TLS,"[""IP address: 172.30.80.91"", ""Port: 80""]",80,scanner-29.ch1.censys-scanner.com,,"[""TA0011""]"
13/09/2023 07:41,Hard-coded IP address,,,172.30.80.91,HTTP,"[""URL: http://152.114.70.252:80/""]",80,scanner-29.ch1.censys-scanner.com,152.114.70.252,"[""TA0011""]"
13/09/2023 07:41,,,,,TLS,,,,,
13/09/2023 07:41,,,,,TLS,,,,,
13/09/2023 07:41,,,,,TLS,,,,,
13/09/2023 07:41,,,,,TLS,,,,,
13/09/2023 07:41,,,,,TLS,,,,,
13/09/2023 07:41,,,,,TLS,,,,,
13/09/2023 07:41,,,,,TLS,,,,,
13/09/2023 07:41,,,,,TLS,,,,,
13/09/2023 07:41,,,,,TLS,,,,172.29.100.99,
13/09/2023 07:41,,,,,TLS,,,,172.29.100.99,
13/09/2023 07:41,,,,,TLS,,,,,
13/09/2023 07:40,,,,,TLS,,,,,
13/09/2023 07:40,,,,,TLS,,,,,
13/09/2023 07:40,,,,,TLS,,,,,
13/09/2023 07:40,,,,,TLS,,,,,
13/09/2023 07:40,,,,,TLS,,,,,
13/09/2023 07:40,,,,,TLS,,,,,
13/09/2023 07:40,,,,,TLS,,,,,
13/09/2023 07:40,,,,,TLS,,,,,
13/09/2023 07:40,,,,,TLS,,,,,
13/09/2023 07:40,,,,,TLS,,,,,
13/09/2023 07:40,,,,,TLS,,,,,
13/09/2023 07:40,,,,,TLS,,,,,
13/09/2023 07:40,,,,,TLS,,,,,
13/09/2023 07:40,,,,,TLS,,,,,
13/09/2023 07:40,,,,,TLS,,,,,
13/09/2023 07:40,,,,,TLS,,,,172.29.100.99,
13/09/2023 07:40,,,,,TLS,,,,,
13/09/2023 07:39,,,,,TLS,,,,,
13/09/2023 07:39,,,,,TLS,,,,172.29.100.99,
13/09/2023 07:39,,,,,TLS,,,,,
13/09/2023 07:39,,,,,TLS,,,,,
13/09/2023 07:39,,,,,TLS,,,,,
13/09/2023 07:39,,,,,TLS,,,,,
13/09/2023 07:39,,,,,TLS,,,,,
13/09/2023 07:39,,,,,TLS,,,,,
13/09/2023 07:39,,,,,TLS,,,,,
13/09/2023 07:39,,,,,TLS,,,,,
13/09/2023 07:39,,,,,TLS,,,,,
13/09/2023 07:39,,,,,TLS,,,,,
13/09/2023 07:39,,,,,TLS,,,,,
13/09/2023 07:39,,,,,TLS,,,,,
13/09/2023 07:39,,,,,TLS,,,,,
13/09/2023 07:38,,,,,TLS,,,,,
13/09/2023 07:38,,,,,TLS,,,,,
13/09/2023 07:38,,,,,TLS,,,,,
13/09/2023 07:38,,,,,TLS,,,,,
13/09/2023 07:38,,,,,TLS,,,,,
13/09/2023 07:38,,,,,TLS,,,,,
13/09/2023 07:38,,,,,TLS,,,,,
13/09/2023 07:38,,,,,TLS,,,,,
13/09/2023 07:38,,,,,TLS,,,,,
13/09/2023 07:38,,,,,TLS,,,,,
13/09/2023 07:38,,,,,TLS,,,,,
13/09/2023 07:38,,,,,TLS,,,,,
13/09/2023 07:38,,,,,TLS,,,,,
13/09/2023 07:37,,,,,TLS,,,,,
13/09/2023 07:37,,,,,TLS,,,,,
13/09/2023 07:37,,,,,TLS,,,,,
13/09/2023 07:37,,,,,TLS,,,,,
13/09/2023 07:37,,,,,TLS,,,,,
13/09/2023 07:37,,,,,TLS,,,,,
13/09/2023 07:37,,,,,TLS,,,,,
13/09/2023 07:37,,,,,TLS,,,,,
13/09/2023 07:37,,,,,TLS,,,,,
13/09/2023 07:37,,,,,TLS,,,,,
13/09/2023 07:37,,,,,TLS,,,,,
13/09/2023 07:37,,,,,TLS,,,,,
13/09/2023 07:36,,,,,TLS,,,,,
13/09/2023 07:36,Port Mis-use,,,192.168.141.58,POP3,"[""IP address: 192.168.141.58"", ""Port: 62623""]",62623,192.168.141.33,,"[""TA0011""]"
13/09/2023 07:36,,,,,TLS,,,,,
13/09/2023 07:36,,,,,TLS,,,,,
13/09/2023 07:36,,,,,TLS,,,,,
13/09/2023 07:36,,,,,TLS,,,,,
13/09/2023 07:36,,,,,TLS,,,,,
13/09/2023 07:36,,,,,TLS,,,,,
13/09/2023 07:36,,,,,TLS,,,,,
13/09/2023 07:36,,,,,TLS,,,,,
13/09/2023 07:36,,,,,TLS,,,,172.29.100.99,
13/09/2023 07:36,,,,,TLS,,,,,
13/09/2023 07:36,,,,,TLS,,,,,
13/09/2023 07:36,,,,,TLS,,,,,
13/09/2023 07:36,,,,,TLS,,,,,
13/09/2023 07:36,,,,,TLS,,,,,
13/09/2023 07:35,,,,,TLS,,,,,
13/09/2023 07:35,,,,,TLS,,,,,
13/09/2023 07:35,,,,,TLS,,,,,
13/09/2023 07:35,,,,,TLS,,,,,
13/09/2023 07:35,,,,,TLS,,,,,
13/09/2023 07:35,,,,,TLS,,,,,
13/09/2023 07:35,,,,,TLS,,,,,
13/09/2023 07:35,,,,,TLS,,,,,
13/09/2023 07:35,,,,,TLS,,,,,
13/09/2023 07:35,,,,,TLS,,,,,
13/09/2023 07:34,,,,,TLS,,,,,
13/09/2023 07:34,,,,,TLS,,,,172.29.100.99,
13/09/2023 07:34,,,,,TLS,,,,,
13/09/2023 07:34,,,,,TLS,,,,,
13/09/2023 07:34,,,,,TLS,,,,,
13/09/2023 07:34,,,,,TLS,,,,,
13/09/2023 07:34,,,,,TLS,,,,,
13/09/2023 07:34,,,,,TLS,,,,,
13/09/2023 07:34,,,,,TLS,,,,,
13/09/2023 07:34,,,,,TLS,,,,,
13/09/2023 07:34,,,,,TLS,,,,,
13/09/2023 07:34,,,,,TLS,,,,,
13/09/2023 07:34,,,,,TLS,,,,,
13/09/2023 07:34,,,,,TLS,,,,,
13/09/2023 07:34,,,,,TLS,,,,,
13/09/2023 07:34,,,,,TLS,,,,172.29.100.99,
13/09/2023 07:34,,,,,TLS,,,,,
13/09/2023 07:34,,,,,TLS,,,,,
13/09/2023 07:34,,,,,TLS,,,,172.29.100.99,
13/09/2023 07:34,,,,,TLS,,,,172.29.100.99,
13/09/2023 07:33,,,,,TLS,,,,,
13/09/2023 07:33,,,,,TLS,,,,,
13/09/2023 07:33,,,,,TLS,,,,,
13/09/2023 07:33,,,,,TLS,,,,,
13/09/2023 07:33,,,,,TLS,,,,,
13/09/2023 07:33,,,,,TLS,,,,,
13/09/2023 07:33,,,,,TLS,,,,,
13/09/2023 07:33,,,,,TLS,,,,,
13/09/2023 07:33,,,,,TLS,,,,,
13/09/2023 07:33,,,,,TLS,,,,,
13/09/2023 07:33,,,,,TLS,,,,,
13/09/2023 07:33,,,,,TLS,,,,,
13/09/2023 07:33,,,,,TLS,,,,,
13/09/2023 07:33,,,,,TLS,,,,,
13/09/2023 07:33,DNS,,,192.168.141.52,DNS Response,"[""IP address: 192.168.141.52"", ""Domain: cdn.fwupd.org""]",58754,172.20.54.148,cdn.fwupd.org,"[""TA0011""]"
13/09/2023 07:33,DNS,,,192.168.141.52,DNS Response,"[""IP address: 192.168.141.52"", ""Domain: cdn.fwupd.org""]",51028,172.20.54.147,cdn.fwupd.org,"[""TA0011""]"
13/09/2023 07:33,DNS,,,192.168.141.52,DNS Response,"[""IP address: 192.168.141.52"", ""Domain: cdn.fwupd.org""]",58326,172.20.54.148,cdn.fwupd.org,"[""TA0011""]"
13/09/2023 07:33,,,,,TLS,,,,,
13/09/2023 07:32,,,,,TLS,,,,,
13/09/2023 07:32,,,,,TLS,,,,,
13/09/2023 07:32,,,,,TLS,,,,,
13/09/2023 07:32,,,,,TLS,,,,,
13/09/2023 07:32,,,,,TLS,,,,,
13/09/2023 07:32,,,,,TLS,,,,,
13/09/2023 07:32,,,,,TLS,,,,,
13/09/2023 07:32,,,,,TLS,,,,,
13/09/2023 07:32,,,,,TLS,,,,,
13/09/2023 07:32,,,,,TLS,,,,,
13/09/2023 07:32,,,,,TLS,,,,,
13/09/2023 07:32,,,,,TLS,,,,,
13/09/2023 07:32,,,,,TLS,,,,,
13/09/2023 07:31,,,,,TLS,,,,,
13/09/2023 07:31,,,,,TLS,,,,,
13/09/2023 07:31,,,,,TLS,,,,,
13/09/2023 07:31,,,,,TLS,,,,,
13/09/2023 07:31,,,,,TLS,,,,,
13/09/2023 07:31,,,,,TLS,,,,,
13/09/2023 07:31,,,,,TLS,,,,,
13/09/2023 07:31,,,,,TLS,,,,,
13/09/2023 07:31,,,,,TLS,,,,,
13/09/2023 07:31,,,,,TLS,,,,,
13/09/2023 07:31,,,,,TLS,,,,,
13/09/2023 07:31,,,,,TLS,,,,,
13/09/2023 07:31,,,,,TLS,,,,,
13/09/2023 07:31,,,,,TLS,,,,,
13/09/2023 07:31,,,,,TLS,,,,,
13/09/2023 07:31,,,,,TLS,,,,172.29.100.99,
13/09/2023 07:30,,,,,TLS,,,,,
13/09/2023 07:30,,,,,TLS,,,,,
13/09/2023 07:30,,,,,TLS,,,,,
13/09/2023 07:30,,,,,TLS,,,,,
13/09/2023 07:30,,,,,TLS,,,,,
13/09/2023 07:30,,,,,TLS,,,,,
13/09/2023 07:30,,,,,TLS,,,,,
13/09/2023 07:30,,,,,TLS,,,,,
13/09/2023 07:30,,,,,TLS,,,,,
13/09/2023 07:30,,,,,TLS,,,,,
13/09/2023 07:30,,,,,TLS,,,,,
13/09/2023 07:30,,,,,TLS,,,,,
13/09/2023 07:30,,,,,TLS,,,,,
13/09/2023 07:30,,,,,TLS,,,,,
13/09/2023 07:30,,,,,TLS,,,,,
13/09/2023 07:30,,,,,TLS,,,,,
13/09/2023 07:30,,,,,TLS,,,,,
13/09/2023 07:30,,,,,TLS,,,,,
13/09/2023 07:30,,,,,TLS,,,,,
13/09/2023 07:30,,,,,TLS,,,,,
13/09/2023 07:30,,,,,TLS,,,,,
13/09/2023 07:30,,,,,TLS,,,,,
13/09/2023 07:30,,,,,TLS,,,,172.29.100.99,
13/09/2023 07:30,,,,,TLS,,,,,
13/09/2023 07:30,,,,,TLS,,,,,
13/09/2023 07:29,,,,,TLS,,,,,
13/09/2023 07:29,,,,,TLS,,,,,
13/09/2023 07:29,,,,,TLS,,,,,
13/09/2023 07:29,,,,,TLS,,,,,
13/09/2023 07:29,,,,,TLS,,,,,
13/09/2023 07:29,,,,,TLS,,,,,
13/09/2023 07:29,,,,,TLS,,,,,
13/09/2023 07:29,,,,,TLS,,,,,
13/09/2023 07:29,,,,,TLS,,,,,
13/09/2023 07:29,,,,,TLS,,,,,
13/09/2023 07:29,,,,,TLS,,,,,
13/09/2023 07:29,,,,,TLS,,,,,
13/09/2023 07:29,,,,,TLS,,,,,
13/09/2023 07:29,,,,,TLS,,,,172.29.100.99,
13/09/2023 07:29,,,,,TLS,,,,,
13/09/2023 07:28,,,,,TLS,,,,,
13/09/2023 07:28,,,,,TLS,,,,,
13/09/2023 07:28,,,,,TLS,,,,,
13/09/2023 07:28,,,,,TLS,,,,,
13/09/2023 07:28,,,,,TLS,,,,,
13/09/2023 07:28,,,,,TLS,,,,,
13/09/2023 07:28,,,,,TLS,,,,,
13/09/2023 07:28,,,,,TLS,,,,,
13/09/2023 07:28,,,,,TLS,,,,,
13/09/2023 07:28,,,,,TLS,,,,,
13/09/2023 07:28,,,,,TLS,,,,,
13/09/2023 07:28,,,,,TLS,,,,,
13/09/2023 07:28,,,,,TLS,,,,,
13/09/2023 07:28,,,,,TLS,,,,172.29.100.99,
13/09/2023 07:28,,,,,TLS,,,,,
13/09/2023 07:28,,,,,TLS,,,,172.29.100.99,
13/09/2023 07:28,,,,,TLS,,,,,
13/09/2023 07:28,,,,,TLS,,,,,
13/09/2023 07:28,,,,,TLS,,,,172.29.100.99,
13/09/2023 07:28,,,,,TLS,,,,172.29.100.99,
13/09/2023 07:27,,,,,TLS,,,,,
13/09/2023 07:27,,,,,TLS,,,,,
13/09/2023 07:27,,,,,TLS,,,,,
13/09/2023 07:27,,,,,TLS,,,,,
13/09/2023 07:27,,,,,TLS,,,,,
13/09/2023 07:27,,,,,TLS,,,,,
13/09/2023 07:27,,,,,TLS,,,,,
13/09/2023 07:27,,,,,TLS,,,,,
13/09/2023 07:27,,,,,TLS,,,,,
13/09/2023 07:27,,,,,TLS,,,,,
13/09/2023 07:27,,,,,TLS,,,,,
13/09/2023 07:27,,,,,TLS,,,,,
13/09/2023 07:27,,,,,TLS,,,,,
13/09/2023 07:27,,,,,TLS,,,,,
13/09/2023 07:27,,,,,TLS,,,,,
13/09/2023 07:26,,,,,TLS,,,,,
13/09/2023 07:26,Port Mis-use,,"[""MITRE.T1071.001"",""XSAE.F4482"",""MITRE.T1008"",""MITRE.T1571""]",172.30.80.91,HTTP,"[""IP address: 172.30.80.91"", ""Port: 443""]",443,185-189-182-234.rdns.connect-to-cloud.net,,"[""TA0011""]"
13/09/2023 07:26,,,,,TLS,,,,,
13/09/2023 07:26,,,,,TLS,,,,,
13/09/2023 07:26,,,,,TLS,,,,,
13/09/2023 07:26,,,,,TLS,,,,,
13/09/2023 07:26,,,,,TLS,,,,,
13/09/2023 07:26,,,,,TLS,,,,,
13/09/2023 07:26,,,,,TLS,,,,,
13/09/2023 07:26,,,,,TLS,,,,,
13/09/2023 07:26,,,,,TLS,,,,172.29.100.99,
13/09/2023 07:26,,,,,TLS,,,,,
13/09/2023 07:26,,,,,TLS,,,,172.29.100.99,
13/09/2023 07:26,,,,,TLS,,,,,
13/09/2023 07:26,,,,,TLS,,,,,
13/09/2023 07:26,,,,,TLS,,,,,
13/09/2023 07:26,,,,,TLS,,,,,
13/09/2023 07:26,,,,,TLS,,,,,
13/09/2023 07:26,,,,,TLS,,,,,
13/09/2023 07:26,,,,,TLS,,,,,
13/09/2023 07:26,,,,,TLS,,,,,
13/09/2023 07:25,,,,,TLS,,,,,
13/09/2023 07:25,,,,,TLS,,,,,
13/09/2023 07:25,,,,,TLS,,,,,
13/09/2023 07:25,,,,,TLS,,,,,
13/09/2023 07:25,,,,,TLS,,,,,
13/09/2023 07:25,,,,,TLS,,,,,
13/09/2023 07:25,,,,,TLS,,,,,
13/09/2023 07:25,,,,,TLS,,,,,
13/09/2023 07:23,Internal Network,Lateral Movement,,172.30.82.53,TCP,"[""Source Mobile OS: Linux x86_64"", ""Accessed IP address: 172.30.82.53""]",83,172.30.81.72,,"[""TA0011""]"
13/09/2023 07:19,Login Success,Lateral Movement,"[""XSAE.PDI-100119-4443"",""threat.pua"",""mitre.t1021.004""]",10.5.141.11,SSH,"[""IP address: 10.5.141.11""]",46641,10.5.141.10,,"[""TA0008""]"
13/09/2023 07:18,Login Success,Lateral Movement,"[""XSAE.PDI-100119-4443"",""threat.pua"",""mitre.t1021.004""]",10.5.141.10,SSH,"[""IP address: 10.5.141.10""]",62017,10.5.141.11,,"[""TA0008""]"
13/09/2023 07:17,Internal Network,Lateral Movement,,172.30.80.91,TLS,"[""Source Mobile OS: iPhone"", ""Accessed IP address: 172.30.80.91""]",443,brad-26-b2-v4wan-163668-cust82.vm3.cable.virginm.net,,"[""TA0011""]"
13/09/2023 07:17,Login Success,Lateral Movement,"[""XSAE.PDI-100119-4443"",""threat.pua"",""mitre.t1021.004""]",10.5.141.11,SSH,"[""IP address: 10.5.141.11""]",16385,10.5.141.10,,"[""TA0008""]"
13/09/2023 07:16,Login Success,Lateral Movement,"[""XSAE.PDI-100119-4443"",""threat.pua"",""mitre.t1021.004""]",10.5.141.10,SSH,"[""IP address: 10.5.141.10""]",46517,10.5.141.11,,"[""TA0008""]"
13/09/2023 07:15,Login Success,Lateral Movement,"[""XSAE.PDI-100119-4443"",""threat.pua"",""mitre.t1021.004""]",10.5.141.11,SSH,"[""IP address: 10.5.141.11""]",2623,10.5.141.10,,"[""TA0008""]"
13/09/2023 07:14,Login Success,Lateral Movement,"[""XSAE.PDI-100119-4443"",""threat.pua"",""mitre.t1021.004""]",10.5.141.10,SSH,"[""IP address: 10.5.141.10""]",50919,10.5.141.11,,"[""TA0008""]"
13/09/2023 07:13,Login Success,Lateral Movement,"[""XSAE.PDI-100119-4443"",""threat.pua"",""mitre.t1021.004""]",10.5.141.11,SSH,"[""IP address: 10.5.141.11""]",41865,10.5.141.10,,"[""TA0008""]"
13/09/2023 07:12,Internal Network,Lateral Movement,,172.30.80.91,TLS,"[""Source Mobile OS: iPhone"", ""Accessed IP address: 172.30.80.91""]",443,brad-26-b2-v4wan-163668-cust82.vm3.cable.virginm.net,,"[""TA0011""]"
13/09/2023 07:12,Login Success,Lateral Movement,"[""XSAE.PDI-100119-4443"",""threat.pua"",""mitre.t1021.004""]",10.5.141.10,SSH,"[""IP address: 10.5.141.10""]",31677,10.5.141.11,,"[""TA0008""]"
13/09/2023 07:11,Internal Network,Lateral Movement,,172.30.80.91,TLS,"[""Source Mobile OS: iPhone"", ""Accessed IP address: 172.30.80.91""]",443,147.12.251.109,,"[""TA0011""]"
13/09/2023 07:11,Login Success,Lateral Movement,"[""XSAE.PDI-100119-4443"",""threat.pua"",""mitre.t1021.004""]",10.5.141.11,SSH,"[""IP address: 10.5.141.11""]",36073,10.5.141.10,,"[""TA0008""]"
13/09/2023 07:10,Internal Network,Lateral Movement,,172.30.80.91,TLS,"[""Source Mobile OS: iPhone"", ""Accessed IP address: 172.30.80.91""]",443,brad-26-b2-v4wan-163668-cust82.vm3.cable.virginm.net,,"[""TA0011""]"
13/09/2023 07:10,Internal Network,Lateral Movement,,172.30.80.91,TLS,"[""Source Mobile OS: iPhone"", ""Accessed IP address: 172.30.80.91""]",443,brad-26-b2-v4wan-163668-cust82.vm3.cable.virginm.net,,"[""TA0011""]"
13/09/2023 07:10,Login Success,Lateral Movement,"[""XSAE.PDI-100119-4443"",""threat.pua"",""mitre.t1021.004""]",10.5.141.10,SSH,"[""IP address: 10.5.141.10""]",31915,10.5.141.11,,"[""TA0008""]"
13/09/2023 07:09,DNS,,,172.29.100.158,DNS Response,"[""IP address: 172.29.100.158"", ""Domain: brad-26-b2-v4wan-163668-cust82.vm3.cable.virginm.net""]",60171,uk-mgmt-ad-1.mgmt.local,brad-26-b2-v4wan-163668-cust82.vm3.cable.virginm.net,"[""TA0011""]"
13/09/2023 07:09,Internal Network,Lateral Movement,,172.30.80.91,TCP,"[""Source Mobile OS: iPhone"", ""Accessed IP address: 172.30.80.91""]",80,brad-26-b2-v4wan-163668-cust82.vm3.cable.virginm.net,,"[""TA0011""]"
13/09/2023 07:09,Internal Network,Lateral Movement,,172.30.80.91,TLS,"[""Source Mobile OS: iPhone"", ""Accessed IP address: 172.30.80.91""]",443,brad-26-b2-v4wan-163668-cust82.vm3.cable.virginm.net,,"[""TA0011""]"
13/09/2023 07:09,DNS,,,172.29.100.158,DNS Response,"[""IP address: 172.29.100.158"", ""Domain: brad-26-b2-v4wan-163668-cust82.vm3.cable.virginm.net""]",60171,uk-mgmt-ad-1.mgmt.local,brad-26-b2-v4wan-163668-cust82.vm3.cable.virginm.net,"[""TA0011""]"
13/09/2023 07:09,Login Success,Lateral Movement,"[""XSAE.PDI-100119-4443"",""threat.pua"",""mitre.t1021.004""]",10.5.141.11,SSH,"[""IP address: 10.5.141.11""]",58997,10.5.141.10,,"[""TA0008""]"
13/09/2023 07:08,Login Success,Lateral Movement,"[""XSAE.PDI-100119-4443"",""threat.pua"",""mitre.t1021.004""]",10.5.141.10,SSH,"[""IP address: 10.5.141.10""]",37509,10.5.141.11,,"[""TA0008""]"
13/09/2023 07:07,Login Success,Lateral Movement,"[""XSAE.PDI-100119-4443"",""threat.pua"",""mitre.t1021.004""]",10.5.141.11,SSH,"[""IP address: 10.5.141.11""]",7709,10.5.141.10,,"[""TA0008""]"
13/09/2023 07:06,,,"[""MITRE.T1071"",""XSAE.F2061"",""MITRE.T1071.003""]",152.114.96.151,HTTP,"[""URL: http://152.114.96.151:11000/credentials""]",11000,152.114.96.150,152.114.96.151,
13/09/2023 07:06,,,"[""MITRE.T1071"",""XSAE.F2061"",""MITRE.T1071.003""]",152.114.96.151,HTTP,"[""URL: http://152.114.96.151:11000/credentials""]",11000,152.114.96.150,152.114.96.151,
13/09/2023 07:06,Login Success,Lateral Movement,"[""XSAE.PDI-100119-4443"",""threat.pua"",""mitre.t1021.004""]",10.5.141.10,SSH,"[""IP address: 10.5.141.10""]",4715,10.5.141.11,,"[""TA0008""]"
13/09/2023 07:05,Port Mis-use,,"[""MITRE.T1071.001"",""XSAE.F4482"",""MITRE.T1008"",""MITRE.T1571""]",10.5.141.10,SSH,"[""IP address: 10.5.141.10"", ""Port: 6973""]",6973,10.5.141.11,,"[""TA0011""]"
13/09/2023 07:05,Login Success,Lateral Movement,"[""XSAE.PDI-100119-4443"",""threat.pua"",""mitre.t1021.004""]",10.5.141.11,SSH,"[""IP address: 10.5.141.11""]",30425,10.5.141.10,,"[""TA0008""]"
13/09/2023 07:04,Port Mis-use,,"[""MITRE.T1071.001"",""XSAE.F4482"",""MITRE.T1008"",""MITRE.T1571""]",192.168.141.58,POP3,"[""IP address: 192.168.141.58"", ""Port: 60574""]",60574,192.168.141.33,,"[""TA0011""]"
13/09/2023 07:04,Port Mis-use,,"[""MITRE.T1071.001"",""XSAE.F4482"",""MITRE.T1008"",""MITRE.T1571""]",192.168.141.58,POP3,"[""IP address: 192.168.141.58"", ""Port: 60510""]",60510,192.168.141.33,,"[""TA0011""]"
13/09/2023 07:04,Port Mis-use,,"[""MITRE.T1071.001"",""XSAE.F4482"",""MITRE.T1008"",""MITRE.T1571""]",192.168.141.58,POP3,"[""IP address: 192.168.141.58"", ""Port: 60511""]",60511,192.168.141.33,,"[""TA0011""]"
13/09/2023 07:04,,,"[""MITRE.T1071"",""XSAE.F2061"",""MITRE.T1071.003""]",152.114.96.151,HTTP,"[""URL: http://152.114.96.151:11007/RPC2""]",11007,152.114.96.150,152.114.96.151,
